,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
791,B0_1410,47,9,1,124,6748.0,42,27,590,583,0,0,0,0,0,0,0,0,0,0.0,0
792,B0_153,47,10,3,124,,42,155,13,163,32,28,3,4948,40,35,19634,5516,40,8.0,0
793,B0_20,47,10,3,148,,29,98,411,330,31,3,5,3590,35,39,35687,3886,35,4.0,0
794,B0_2005,47,9,3,7,17647.0,29,98,502,352,9,7,5,750,9,10,744,750,9,0.0,0
795,B0_2037,47,9,3,200,,31,46,767,216,8,7,4,684,8,10,624,684,8,0.0,0
796,B0_2111,47,9,1,112,1148.0,42,39,297,492,11,3,7,810,11,12,730,810,11,0.0,0
797,B0_2177,47,9,6,151,,42,27,577,366,13,7,2,2133,13,11,17914,2133,13,0.0,0
798,B0_220,47,12,3,186,,42,21,107,71,29,20,8,4167,33,33,3181,4499,33,4.0,0
799,B0_2239,47,10,3,88,,2,98,351,499,7,7,3,618,7,10,624,618,7,0.0,0
800,B0_2296,47,9,3,136,,42,89,26,449,17,7,10,1182,17,11,670,1182,17,0.0,0
801,B0_231,47,11,3,200,,30,115,82,197,61,46,14,6679,69,68,59369,7271,69,8.0,0
802,B0_252,47,10,3,88,,2,98,351,499,14,1,3,2133,20,18,3258,2609,20,6.0,0
803,B0_268,47,10,3,200,,29,98,828,203,34,0,5,4084,42,37,36205,4684,42,8.0,0
804,B0_280,47,11,6,30,,29,98,889,593,15,1,7,1552,21,20,2790,2000,21,6.0,0
805,B0_287,47,9,3,60,,42,119,605,397,31,0,6,3312,35,38,36225,3612,35,4.0,0
806,B0_298,47,8,4,55,479.0,7,105,273,167,31,7,8,3007,35,29,23628,3335,35,4.0,0
807,B0_32,47,11,3,86,10804.0,29,98,274,233,4,2,4,296,6,9,778,442,6,2.0,0
808,B0_381,47,9,6,2,,42,21,421,7,55,45,5,6240,63,64,69305,6824,63,8.0,0
809,B0_39,47,9,3,7,14889.0,29,98,751,102,9,1,2,1180,13,15,1834,1484,13,4.0,0
810,B0_446,47,10,3,8,9527.0,15,57,119,518,23,2,4,2112,29,31,13191,2530,29,6.0,0
811,B0_45,47,11,3,195,,42,21,107,71,24,19,2,3538,30,33,22895,3994,30,6.0,0
812,B0_498,47,8,1,124,,42,21,599,428,55,47,6,7049,65,64,110342,7819,65,10.0,0
813,B0_500,47,10,1,7,,2,126,397,286,33,3,6,2457,35,36,68869,2617,35,2.0,0
814,B0_528,47,8,4,12,,42,90,569,394,76,3,7,5283,78,100,268442,5451,78,2.0,0
815,B0_581,47,8,3,200,,7,61,92,483,7,0,2,729,9,10,2045,871,9,2.0,0
816,B0_650,47,9,1,124,6748.0,42,27,590,583,33,2,8,3759,39,27,11243,4193,39,6.0,0
817,B0_913,47,9,6,7,44446.0,7,105,887,296,0,0,0,0,0,0,0,0,0,0.0,0
818,B0_926,47,9,1,124,675.0,42,27,590,583,0,0,0,0,0,0,0,0,0,0.0,0
819,B0_949,47,9,1,216,193.0,42,21,591,77,0,0,0,0,0,0,0,0,0,0.0,0
820,B0_998,47,11,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
821,M0_114,48,10,1,152,345.0,14,98,454,387,17,5,10,1320,19,21,1967,1474,19,2.0,1
822,M0_146,48,11,3,200,640.0,29,98,889,593,23,1,4,2912,31,25,3753,3494,31,8.0,1
823,M0_46,48,10,1,24,2516.0,42,146,460,341,22,0,2,3448,28,24,9819,3912,28,6.0,1
824,M0_51,48,11,1,24,2516.0,42,146,460,341,24,0,2,4041,30,25,12420,4505,30,6.0,1
825,M0_99,48,14,3,7,,10,116,808,541,48,0,1,3450,50,51,66124,3602,50,2.0,1
826,B0_1046,48,9,5,115,324.0,42,13,388,570,0,0,0,0,0,0,0,0,0,0.0,0
827,B0_1063,48,10,6,7,67135.0,42,67,349,334,0,0,0,0,0,0,0,0,0,0.0,0
828,B0_1089,48,11,3,200,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
829,B0_1109,48,9,1,148,,42,140,325,187,0,0,0,0,0,0,0,0,0,0.0,0
830,B0_1118,48,11,3,187,4699.0,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
831,B0_1151,48,11,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
832,B0_1170,48,8,5,115,324.0,42,24,17,358,0,0,0,0,0,0,0,0,0,0.0,0
833,B0_1259,48,9,3,85,16333.0,42,39,740,244,0,0,0,0,0,0,0,0,0,0.0,0
834,B0_131,48,9,1,124,1819.0,42,21,333,221,33,27,2,6235,41,40,16697,6835,41,8.0,0
835,B0_1323,48,10,3,88,,2,98,351,499,0,0,0,0,0,0,0,0,0,0.0,0
836,B0_1392,48,11,4,7,288.0,29,98,75,72,0,0,0,0,0,0,0,0,0,0.0,0
837,B0_1424,48,8,5,115,324.0,42,37,339,345,0,0,0,0,0,0,0,0,0,0.0,0
838,B0_2020,48,8,1,5,299.0,42,21,53,25,7,7,3,618,7,10,624,618,7,0.0,0
839,B0_203,48,9,1,96,13913.0,10,98,115,34,10,3,3,1224,16,15,1814,1696,16,6.0,0
840,B0_2069,48,9,5,115,324.0,23,98,147,529,7,7,3,618,7,9,562,618,7,0.0,0
841,B0_2082,48,9,3,194,,42,21,107,71,5,3,2,498,5,8,508,498,5,0.0,0
842,B0_223,48,9,3,118,39.0,42,29,620,523,25,4,8,2313,29,29,9531,2621,29,4.0,0
843,B0_2247,48,9,4,7,333.0,42,13,488,358,5,3,3,498,5,8,504,498,5,0.0,0
844,B0_2258,48,11,6,230,,42,90,271,533,8,7,6,684,8,11,696,684,8,0.0,0
845,B0_281,48,11,1,124,1819.0,42,21,333,221,44,31,4,6925,52,43,17604,7525,52,8.0,0
846,B0_307,48,9,1,124,6748.0,29,98,590,583,24,2,5,3179,30,29,11372,3613,30,6.0,0
847,B0_567,48,7,3,106,38123.0,42,21,689,419,47,10,6,4576,55,52,49426,5282,55,8.0,0
848,B0_576,48,8,5,148,,42,13,650,532,26,12,10,3878,30,33,8839,4198,30,4.0,0
849,B0_67,48,11,3,52,1371.0,29,98,573,415,26,2,8,2873,34,37,5727,3453,34,8.0,0
850,B0_694,48,10,3,7,58.0,42,24,405,292,24,6,12,2634,28,26,4384,2932,28,4.0,0
851,B0_71,48,9,6,7,46579.0,7,105,887,296,113,0,3,7746,117,134,229040,8062,117,4.0,0
852,B0_800,48,10,6,212,,16,28,465,290,0,0,0,0,0,0,0,0,0,0.0,0
853,B0_836,48,8,5,115,324.0,19,69,746,21,0,0,0,0,0,0,0,0,0,0.0,0
854,B0_874,48,11,1,148,,42,58,380,441,0,0,0,0,0,0,0,0,0,0.0,0
855,M0_149,49,12,1,126,528.0,23,98,582,23,17,1,6,1661,23,19,2944,2123,23,6.0,1
856,M0_164,49,12,1,219,2211.0,39,180,860,476,12,8,1,2037,16,16,6187,2355,16,4.0,1
857,M0_55,49,13,6,232,,23,98,623,56,18,0,3,1643,22,25,14342,1935,22,4.0,1
858,M0_81,49,12,3,217,4877.0,42,149,398,286,8,0,2,811,10,11,6062,961,10,2.0,1
859,M0_98,49,13,3,7,,10,116,808,541,50,0,2,3571,52,55,66449,3723,52,2.0,1
860,B0_1066,49,7,5,148,,42,13,49,485,0,0,0,0,0,0,0,0,0,0.0,0
861,B0_1090,49,9,1,7,959.0,42,97,639,488,0,0,0,0,0,0,0,0,0,0.0,0
862,B0_1123,49,9,5,115,324.0,42,65,309,542,0,0,0,0,0,0,0,0,0,0.0,0
863,B0_1217,49,10,3,7,19361.0,8,162,280,135,0,0,0,0,0,0,0,0,0,0.0,0
864,B0_1243,49,11,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
865,B0_137,49,9,4,48,475.0,29,98,443,160,14,0,1,1205,16,18,16593,1383,16,2.0,0
866,B0_1416,49,9,1,124,783.0,42,27,590,583,0,0,0,0,0,0,0,0,0,0.0,0
867,B0_16,49,10,1,112,1148.0,42,45,444,564,9,0,2,851,11,9,2135,1003,11,2.0,0
868,B0_2009,49,11,3,7,,29,98,889,593,25,6,11,1662,25,12,799,1662,25,0.0,0
869,B0_2029,49,9,3,200,,42,21,807,32,12,3,4,864,12,6,372,864,12,0.0,0
870,B0_2043,49,10,1,7,,2,126,397,286,15,6,8,1122,15,11,702,1122,15,0.0,0
871,B0_2054,49,12,4,32,506.0,29,98,889,593,22,19,7,1476,22,18,1344,1476,22,0.0,0
872,B0_2078,49,9,3,8,,42,169,140,401,18,15,2,2736,18,13,4846,2736,18,0.0,0
873,B0_2107,49,9,6,7,5005.0,42,21,354,265,3,3,1,366,3,5,306,366,3,0.0,0
874,B0_2110,49,10,3,224,,9,170,669,558,9,5,6,738,9,15,1064,738,9,0.0,0
875,B0_2113,49,7,1,7,2367.0,42,119,652,465,6,3,3,552,6,7,436,552,6,0.0,0
876,B0_2262,49,9,6,2,,42,21,421,7,5,4,2,486,5,6,480,486,5,0.0,0
877,B0_2265,49,9,3,148,,42,155,420,403,3,3,1,366,3,4,244,366,3,0.0,0
878,B0_2280,49,9,1,130,2119.0,42,21,333,221,2,2,1,276,2,3,184,276,2,0.0,0
879,B0_2317,49,9,1,7,128.0,42,58,780,40,5,4,3,474,5,8,490,474,5,0.0,0
880,B0_333,49,11,3,176,,42,21,107,71,31,24,8,4739,37,37,18554,5195,37,6.0,0
881,B0_341,49,9,1,200,162.0,42,137,79,144,19,6,9,1720,25,27,2880,2138,25,6.0,0
882,B0_365,49,10,6,7,66441.0,42,67,349,334,14,1,3,1567,18,20,6818,1859,18,4.0,0
883,B0_524,49,12,6,2,640.0,42,21,255,360,32,16,6,4464,40,39,39561,5064,40,8.0,0
884,B0_609,49,9,6,7,44393.0,7,105,887,296,8,0,5,516,8,2,124,516,8,0.0,0
885,B0_637,49,10,6,30,6881.0,42,90,522,275,26,0,7,2270,30,24,10000,2562,30,4.0,0
886,B0_648,49,10,3,136,,42,89,26,449,51,46,3,5413,57,61,64860,5841,57,6.0,0
887,B0_663,49,10,1,200,1505.0,42,108,814,431,43,11,15,5371,49,46,16215,5845,49,6.0,0
888,B0_729,49,11,1,7,1368.0,29,98,889,593,0,0,0,0,0,2,124,0,0,0.0,0
889,B0_838,49,10,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
890,B0_896,49,10,3,200,,42,35,524,290,0,0,0,0,0,0,0,0,0,0.0,0
891,B0_923,49,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
892,B0_95,49,10,4,7,236.0,42,143,200,280,21,7,2,2681,27,26,21979,3159,27,6.0,0
893,B0_974,49,9,3,28,101.0,2,88,295,509,0,0,0,0,0,0,0,0,0,0.0,0
894,M0_105,50,13,3,7,,10,116,808,541,47,0,1,3386,51,53,66317,3696,51,4.0,1
895,M0_147,50,11,3,200,640.0,29,98,889,593,20,1,4,2330,28,24,3609,2912,28,8.0,1
896,M0_88,50,11,1,217,1108.0,39,86,512,376,7,0,2,746,9,11,2189,904,9,2.0,1
897,B0_1026,50,12,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
898,B0_1088,50,9,6,7,43996.0,7,105,887,296,0,0,0,0,0,0,0,0,0,0.0,0
899,B0_1370,50,10,1,7,13076.0,42,45,861,303,0,0,0,0,0,0,0,0,0,0.0,0
900,B0_1423,50,10,3,7,6953.0,7,109,442,552,0,0,0,0,0,0,0,0,0,0.0,0
901,B0_199,50,10,6,2,,42,21,421,7,64,49,12,7487,74,84,75625,8219,74,10.0,0
902,B0_2132,50,9,6,136,,42,21,886,228,5,3,3,498,5,6,372,498,5,0.0,0
903,B0_2180,50,9,1,118,3071.0,42,35,313,527,8,6,4,696,8,10,636,696,8,0.0,0
904,B0_371,50,10,4,200,243.0,42,161,374,373,13,8,2,2382,17,20,7775,2682,17,4.0,0
905,B0_379,50,10,1,65,,29,98,889,593,94,3,8,6904,98,103,197501,7208,98,4.0,0
906,B0_402,50,11,1,124,1819.0,42,21,333,221,33,27,5,5203,41,44,13097,5803,41,8.0,0
907,B0_410,50,10,6,200,,42,90,721,154,80,3,5,8291,88,93,135375,8889,88,8.0,0
908,B0_419,50,11,5,115,324.0,42,21,9,338,25,1,6,2829,29,28,23089,3131,29,4.0,0
909,B0_429,50,11,1,7,2797.0,29,98,889,593,35,0,4,2949,39,43,43296,3263,39,4.0,0
910,B0_443,50,12,1,97,,42,90,682,496,17,0,5,1570,21,21,6049,1842,21,4.0,0
911,B0_492,50,11,3,197,,42,21,107,71,34,25,9,3787,42,42,33677,4365,42,8.0,0
912,B0_521,50,9,1,124,1189.0,29,98,394,283,22,4,12,1960,28,23,2807,2420,28,6.0,0
913,B0_537,50,9,3,200,24971.0,42,21,782,443,7,0,2,995,11,12,1507,1287,11,4.0,0
914,B0_564,50,10,1,124,413.0,29,98,889,593,10,0,4,926,14,13,1788,1266,14,4.0,0
915,B0_610,50,9,6,118,5316.0,42,35,307,0,57,4,6,6820,59,61,79053,6966,59,2.0,0
916,B0_682,50,11,3,7,435494.0,29,98,889,593,226,6,6,15162,228,284,383760,15314,228,2.0,0
917,B0_708,50,14,4,124,,42,21,851,477,20,2,5,1849,26,22,26589,2279,26,6.0,0
918,B0_789,50,9,5,118,324.0,42,27,527,164,0,0,0,0,0,0,0,0,0,0.0,0
919,B0_797,50,11,1,118,1208.0,42,155,127,424,0,0,0,0,0,0,0,0,0,0.0,0
920,B0_843,50,9,1,213,1149.0,42,144,776,91,0,0,0,0,0,0,0,0,0,0.0,0
921,B0_861,50,10,3,200,,42,21,71,189,0,0,0,0,0,0,0,0,0,0.0,0
922,B0_898,50,10,3,28,1970.0,42,45,678,460,0,0,0,0,0,0,0,0,0,0.0,0
923,B0_907,50,10,5,115,324.0,42,35,149,63,0,0,0,0,0,0,0,0,0,0.0,0
924,B0_975,50,9,5,115,324.0,42,85,538,168,0,0,0,0,0,0,0,0,0,0.0,0
925,M0_100,51,14,3,7,,10,116,808,541,46,0,1,3321,48,49,66184,3473,48,2.0,1
926,M0_119,51,14,1,148,,42,155,65,483,14,4,6,888,14,6,376,888,14,0.0,1
927,B0_1027,51,10,1,103,,24,40,701,554,0,0,0,0,0,0,0,0,0,0.0,0
928,B0_1160,51,10,5,118,324.0,29,98,527,164,0,0,0,0,0,0,0,0,0,0.0,0
929,B0_1186,51,10,3,59,,42,114,727,278,0,0,0,0,0,0,0,0,0,0.0,0
930,B0_1346,51,8,3,84,25866.0,42,21,477,520,0,0,0,0,0,0,0,0,0,0.0,0
931,B0_1362,51,10,1,200,6130.0,42,147,364,317,0,0,0,0,0,0,0,0,0,0.0,0
932,B0_1391,51,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
933,B0_150,51,10,4,22,231.0,9,168,787,374,7,1,2,769,9,10,1298,909,9,2.0,0
934,B0_2046,51,9,6,135,10333.0,29,98,889,593,7,3,2,582,7,5,306,582,7,0.0,0
935,B0_2147,51,10,6,7,9890.0,29,98,889,593,9,6,7,762,9,10,640,762,9,0.0,0
936,B0_2186,51,9,1,124,6748.0,42,27,590,583,17,8,6,1278,17,10,634,1278,17,0.0,0
937,B0_2212,51,12,1,124,1819.0,42,21,333,221,28,13,12,1872,28,19,1323,1872,28,0.0,0
938,B0_2227,51,8,1,200,162.0,42,160,108,94,4,2,3,396,4,3,184,396,4,0.0,0
939,B0_2279,51,10,5,115,324.0,29,98,889,593,5,3,2,498,5,4,244,498,5,0.0,0
940,B0_267,51,11,5,115,324.0,29,98,392,559,22,6,8,1651,24,17,1388,1787,24,2.0,0
941,B0_347,51,10,6,148,,42,24,584,363,39,3,8,3637,45,37,44294,4127,45,6.0,0
942,B0_377,51,11,6,223,58090.0,42,21,359,81,2,0,1,132,2,2,124,132,2,0.0,0
943,B0_435,51,10,3,200,,42,21,105,191,35,22,11,4677,41,33,14310,5093,41,6.0,0
944,B0_479,51,11,3,124,,42,155,13,163,28,16,12,3227,32,31,12120,3507,32,4.0,0
945,B0_780,51,9,6,124,15302.0,42,13,712,589,0,0,0,0,0,0,0,0,0,0.0,0
946,B0_787,51,11,4,7,239.0,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
947,B0_814,51,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
948,B0_837,51,8,1,7,57.0,42,148,880,423,0,0,0,0,0,0,0,0,0,0.0,0
949,B0_938,51,11,1,7,557.0,42,13,167,18,0,0,0,0,0,0,0,0,0,0.0,0
950,M0_104,52,14,3,7,,10,116,808,541,41,0,1,2992,43,44,65646,3144,43,2.0,1
951,M0_161,52,12,3,154,13650.0,4,98,889,593,16,1,5,1609,22,20,2655,2119,22,6.0,1
952,M0_58,52,14,2,84,,9,18,5,548,14,1,8,1151,18,15,1211,1445,18,4.0,1
953,B0_1007,52,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
954,B0_1022,52,12,1,213,,42,148,366,294,0,0,0,0,0,0,0,0,0,0.0,0
955,B0_1076,52,10,6,203,17302.0,42,21,185,88,0,0,0,0,0,0,0,0,0,0.0,0
956,B0_1080,52,10,3,30,5315.0,42,21,12,226,0,0,0,0,0,0,0,0,0,0.0,0
957,B0_1115,52,10,1,200,1516.0,42,108,814,431,0,0,0,0,0,0,0,0,0,0.0,0
958,B0_1166,52,11,3,175,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
959,B0_1191,52,12,3,112,,30,115,736,115,0,0,0,0,0,0,0,0,0,0.0,0
960,B0_1293,52,10,3,7,,42,21,137,104,0,0,0,0,0,0,0,0,0,0.0,0
961,B0_1304,52,10,1,236,3529.0,42,21,318,522,0,0,0,0,0,0,0,0,0,0.0,0
962,B0_1307,52,12,3,124,,42,21,851,477,0,0,0,0,0,0,0,0,0,0.0,0
963,B0_181,52,11,3,7,8105.0,8,162,280,135,13,0,3,1428,17,11,1504,1712,17,4.0,0
964,B0_2014,52,10,1,44,1235.0,42,90,684,192,4,3,2,432,4,6,376,432,4,0.0,0
965,B0_2032,52,9,1,118,11.0,42,155,127,424,6,3,3,564,6,7,442,564,6,0.0,0
966,B0_2109,52,10,3,8,,42,85,310,453,5,3,3,486,5,7,436,486,5,0.0,0
967,B0_211,52,9,3,230,9662.0,29,98,257,498,22,8,7,1628,26,25,14894,1944,26,4.0,0
968,B0_2198,52,9,6,7,44313.0,7,105,887,296,4,4,1,420,4,5,414,420,4,0.0,0
969,B0_2232,52,10,5,124,257.0,42,155,395,126,4,3,2,420,4,7,424,420,4,0.0,0
970,B0_2316,52,11,3,148,,29,98,889,593,3,3,1,366,3,4,244,366,3,0.0,0
971,B0_261,52,11,3,96,,29,98,545,340,60,4,5,4466,62,63,95122,4602,62,2.0,0
972,B0_319,52,9,3,148,,7,105,247,34,10,2,6,1197,14,17,1374,1503,14,4.0,0
973,B0_325,52,10,6,7,17167.0,29,98,795,149,10,1,4,1257,14,15,1919,1555,14,4.0,0
974,B0_401,52,10,3,136,,42,89,26,449,51,35,10,5314,57,62,51761,5742,57,6.0,0
975,B0_420,52,8,6,208,,29,98,754,534,25,4,7,1682,29,30,25579,1986,29,4.0,0
976,B0_634,52,11,3,217,,29,98,889,593,21,0,8,2221,25,26,3809,2513,25,4.0,0
977,B0_670,52,11,2,121,0.0,42,85,445,16,19,0,4,1538,23,8,1121,1852,23,4.0,0
978,B0_696,52,11,1,123,14863.0,16,0,464,342,16,2,3,1364,18,23,16978,1502,18,2.0,0
979,B0_741,52,10,5,124,257.0,42,155,395,126,29,25,1,4765,37,34,17280,5381,37,8.0,0
980,B0_880,52,10,1,7,5443.0,7,125,157,12,0,0,0,0,0,0,0,0,0,0.0,0
981,B0_89,52,9,6,146,28239.0,29,98,889,593,51,1,10,4049,55,58,61312,4361,55,4.0,0
982,B0_908,52,8,6,200,,2,123,501,120,0,0,0,0,0,0,0,0,0,0.0,0
983,B0_909,52,10,3,200,,7,73,671,333,0,0,0,0,0,0,0,0,0,0.0,0
984,B0_954,52,11,6,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
985,B0_956,52,11,3,106,9801.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
986,M0_80,53,12,1,217,242.0,42,6,856,574,8,0,1,1156,10,10,2638,1316,10,2.0,1
987,B0_1012,53,11,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
988,B0_1091,53,10,3,200,,42,24,35,523,0,0,0,0,0,0,0,0,0,0.0,0
989,B0_1247,53,8,6,124,11158.0,42,114,801,372,0,0,0,0,0,0,0,0,0,0.0,0
990,B0_1264,53,10,3,214,,7,125,371,359,0,0,0,0,0,0,0,0,0,0.0,0
991,B0_1325,53,12,3,124,,42,21,851,477,0,0,0,0,0,0,0,0,0,0.0,0
992,B0_1336,53,11,6,210,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
993,B0_2048,53,10,1,42,22897.0,29,98,33,52,9,5,7,762,9,10,640,762,9,0.0,0
994,B0_2119,53,11,3,52,8466.0,42,84,692,8,26,8,11,1668,26,13,894,1668,26,0.0,0
995,B0_2131,53,10,3,214,,7,125,371,359,7,6,2,798,7,8,492,798,7,0.0,0
996,B0_2268,53,9,3,34,2023.0,42,39,761,289,12,3,3,960,12,16,1024,960,12,0.0,0
997,B0_294,53,7,4,3,,7,105,546,399,12,6,7,1017,18,17,1563,1503,18,6.0,0
998,B0_472,53,12,4,7,211.0,29,98,739,388,15,2,5,1944,21,21,2698,2416,21,6.0,0
999,B0_556,53,12,1,7,359174.0,7,105,28,462,15,4,3,2232,19,22,3283,2532,19,4.0,0
1000,B0_827,53,9,5,115,324.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1001,B0_862,53,10,5,115,324.0,44,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1002,B0_91,53,11,1,148,,29,98,6,160,16,3,8,1277,20,19,2663,1559,20,4.0,0
1003,B0_951,53,12,3,124,,42,155,13,163,0,0,0,0,0,0,0,0,0,0.0,0
1004,B0_977,53,9,3,200,20309.0,42,21,782,443,0,0,0,0,0,0,0,0,0,0.0,0
1005,M0_41,54,11,4,7,228.0,42,13,197,320,5,0,2,582,9,9,1097,882,9,4.0,1
1006,M0_87,54,11,1,17,17140.0,42,21,252,194,29,1,7,4558,31,37,26259,4724,31,2.0,1
1007,B0_1002,54,11,1,118,7849.0,42,114,801,372,0,0,0,0,0,0,0,0,0,0.0,0
1008,B0_1059,54,12,3,148,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1009,B0_1129,54,9,4,57,341.0,42,65,187,316,0,0,0,0,0,0,0,0,0,0.0,0
1010,B0_1149,54,12,1,45,2503.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1011,B0_1188,54,9,5,115,324.0,42,35,329,100,0,0,0,0,0,0,0,0,0,0.0,0
1012,B0_1200,54,12,1,30,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1013,B0_1301,54,8,1,118,11.0,42,155,127,424,0,0,0,0,0,0,0,0,0,0.0,0
1014,B0_1315,54,11,6,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
1015,B0_174,54,9,1,59,3020.0,7,105,763,447,34,7,6,2881,38,33,39646,3219,38,4.0,0
1016,B0_2007,54,12,3,213,,42,148,366,294,5,5,2,474,5,8,535,474,5,0.0,0
1017,B0_2045,54,12,3,158,,42,21,107,71,11,7,2,1166,11,7,426,1166,11,0.0,0
1018,B0_2133,54,10,3,8,,9,163,170,247,3,3,1,366,3,3,182,366,3,0.0,0
1019,B0_2207,54,12,1,30,,29,98,889,593,12,9,6,900,12,10,696,900,12,0.0,0
1020,B0_230,54,10,1,148,18952.0,42,21,616,507,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0,0
1021,B0_247,54,9,1,124,,42,21,599,428,58,39,7,5998,64,48,43787,6438,64,6.0,0
1022,B0_320,54,10,6,136,,42,21,886,228,37,0,5,7178,43,41,20954,7644,43,6.0,0
1023,B0_370,54,10,1,7,5438.0,42,137,240,434,40,9,9,4562,44,44,49870,4884,44,4.0,0
1024,B0_387,54,12,1,30,,29,98,889,593,29,0,2,2903,37,37,30772,3525,37,8.0,0
1025,B0_4,54,9,3,7,193.0,42,155,553,176,4,1,3,280,6,7,542,422,6,2.0,0
1026,B0_478,54,9,5,115,324.0,29,98,283,241,34,2,5,5325,40,44,86136,5785,40,6.0,0
1027,B0_48,54,11,3,7,26.0,42,35,809,343,20,11,6,3025,26,25,9200,3479,26,6.0,0
1028,B0_594,54,10,3,223,,42,21,161,536,12,7,1,2036,16,17,7035,2320,16,4.0,0
1029,B0_665,54,10,3,187,20518.0,42,21,107,71,43,38,5,5591,51,56,46553,6231,51,8.0,0
1030,B0_750,54,12,6,124,1682.0,42,35,779,512,12,1,5,1404,16,17,1587,1700,16,4.0,0
1031,B0_799,54,11,3,82,9208.0,2,88,615,193,0,0,0,0,0,0,0,0,0,0.0,0
1032,B0_858,54,12,5,115,324.0,29,98,272,138,0,0,0,0,0,0,0,0,0,0.0,0
1033,B0_968,54,11,4,148,,42,58,380,441,0,0,0,0,0,0,0,0,0,0.0,0
1034,M0_102,55,12,3,7,,10,116,808,541,52,0,1,3721,54,57,66445,3873,54,2.0,1
1035,M0_84,55,12,1,53,,30,115,290,529,26,12,3,3229,34,32,16895,3837,34,8.0,1
1036,B0_1039,55,10,1,7,14953.0,42,90,680,577,0,0,0,0,0,0,0,0,0,0.0,0
1037,B0_1047,55,9,3,7,2080.0,42,21,74,591,0,0,0,0,0,0,0,0,0,0.0,0
1038,B0_1126,55,12,6,96,,42,48,183,149,0,0,0,0,0,0,0,0,0,0.0,0
1039,B0_1146,55,10,3,200,12275.0,42,58,182,134,0,0,0,0,0,0,0,0,0,0.0,0
1040,B0_1168,55,11,1,0,,42,21,372,145,0,0,0,0,0,0,0,0,0,0.0,0
1041,B0_1187,55,10,3,7,,42,35,699,461,0,0,0,0,0,0,0,0,0,0.0,0
1042,B0_1339,55,12,6,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
1043,B0_1354,55,9,3,148,,36,101,491,535,0,0,0,0,0,0,0,0,0,0.0,0
1044,B0_1368,55,10,3,165,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1045,B0_1421,55,12,6,7,66702.0,42,67,349,334,0,0,0,0,0,0,0,0,0,0.0,0
1046,B0_177,55,8,6,208,,29,98,754,534,24,3,9,1715,26,31,22292,1867,26,2.0,0
1047,B0_201,55,11,3,162,,42,21,107,71,42,36,2,6128,50,50,41385,6736,50,8.0,0
1048,B0_2023,55,12,3,148,,5,95,497,256,21,3,13,1458,21,4,244,1458,21,0.0,0
1049,B0_2071,55,9,3,210,,42,35,619,104,8,3,3,696,8,5,306,696,8,0.0,0
1050,B0_21,55,10,3,95,13898.0,42,32,22,6,31,3,5,3590,35,40,35749,3886,35,4.0,0
1051,B0_2141,55,10,6,7,44324.0,7,105,887,296,4,3,2,432,4,4,244,432,4,0.0,0
1052,B0_2190,55,12,3,171,,42,21,107,71,13,4,7,1074,13,5,306,1074,13,0.0,0
1053,B0_2300,55,10,3,177,,42,21,199,412,11,5,7,882,11,10,628,882,11,0.0,0
1054,B0_346,55,12,3,136,,42,89,26,449,36,27,7,4405,42,47,46271,4833,42,6.0,0
